,Производитель,Модель,Ширина,Профиль,"Диаметр, R",Индекс скорости,Индекс нагрузки,Цена,Производитель_числ,Индекс скорости_числ
323,Bridgestone,Blizzak Spike-02,235.0,45.0,17.0,T,94.0,16230.0,16.0,5.0
324,Bridgestone,Blizzak Spike-02,195.0,50.0,15.0,T,82.0,9820.0,16.0,5.0
325,Bridgestone,Blizzak Spike-02,195.0,55.0,16.0,T,87.0,11260.0,16.0,5.0
326,Bridgestone,Blizzak Spike-02,225.0,45.0,17.0,T,91.0,15450.0,16.0,5.0
327,Gislaved,Nord Frost 200 SUV ID,235.0,60.0,18.0,T,107.0,13260.0,31.0,5.0
328,Gislaved,Soft Frost 200 SUV,215.0,60.0,17.0,T,96.0,9520.0,31.0,5.0
329,Matador,MPS500 Sibir Ice Van,215.0,65.0,16.0,R,109.0,11420.0,5.0,8.0
330,Bridgestone,Blizzak Spike-02,215.0,50.0,17.0,T,91.0,14560.0,16.0,5.0
331,Gislaved,Nord Frost 200 SUV ID,235.0,55.0,18.0,T,104.0,14890.0,31.0,5.0
332,Gislaved,Soft Frost 200,185.0,65.0,15.0,T,92.0,4900.0,31.0,5.0
333,Gislaved,Soft Frost 200 SUV,215.0,65.0,16.0,T,102.0,6780.0,31.0,5.0
334,Matador,MP30 Sibir Ice 2 SUV,225.0,65.0,17.0,T,106.0,8180.0,5.0,5.0
335,BFGoodrich,G Force Winter 2,185.0,65.0,15.0,T,92.0,5790.0,17.0,5.0
336,BFGoodrich,G Force Winter 2,195.0,65.0,15.0,T,95.0,5770.0,17.0,5.0
337,Cordiant,Business CW2,215.0,65.0,16.0,Q,109.0,8040.0,0.0,9.0
338,Yokohama,iceGUARD IG50 +,225.0,60.0,17.0,Q,99.0,9967.0,7.0,9.0
339,Yokohama,iceGUARD IG50 +,205.0,60.0,16.0,Q,96.0,7600.0,7.0,9.0
340,Yokohama,iceGUARD IG50 +,215.0,55.0,17.0,Q,94.0,10920.0,7.0,9.0
341,Bridgestone,Blizzak DM-V3,285.0,60.0,18.0,R,116.0,21200.0,16.0,8.0
342,Bridgestone,Blizzak DM-V3,235.0,65.0,17.0,S,108.0,18060.0,16.0,7.0
343,Bridgestone,Blizzak DM-V3,215.0,60.0,17.0,S,100.0,16330.0,16.0,7.0
344,Bridgestone,Blizzak DM-V3,225.0,60.0,18.0,S,100.0,18830.0,16.0,7.0
345,Bridgestone,Blizzak DM-V3,265.0,65.0,17.0,R,112.0,19240.0,16.0,8.0
346,Hankook,Winter i Pike X W429A,205.0,75.0,15.0,T,97.0,10370.0,6.0,5.0
347,Triangle,TRIN PL01,255.0,55.0,19.0,R,111.0,10490.0,36.0,8.0
348,Bridgestone,Blizzak LM005,225.0,45.0,17.0,H,94.0,16070.0,16.0,0.0
349,Bridgestone,Blizzak DM-V3,235.0,55.0,20.0,T,102.0,23300.0,16.0,5.0
350,Bridgestone,Blizzak DM-V2,215.0,60.0,17.0,S,96.0,13940.0,16.0,7.0
351,Bridgestone,Blizzak Spike-02 SUV,215.0,65.0,17.0,T,103.0,16160.0,16.0,5.0
352,Bridgestone,Blizzak Ice,225.0,45.0,17.0,S,94.0,17620.0,16.0,7.0
353,Bridgestone,Blizzak Ice,215.0,55.0,17.0,T,98.0,16470.0,16.0,5.0
354,Bridgestone,Blizzak DM-V3,245.0,55.0,19.0,T,103.0,21560.0,16.0,5.0
355,Bridgestone,Blizzak Ice,205.0,60.0,16.0,T,96.0,11660.0,16.0,5.0
356,Bridgestone,Blizzak DM-V3,235.0,65.0,18.0,S,106.0,18750.0,16.0,7.0
357,Bridgestone,Blizzak DM-V3,265.0,60.0,18.0,R,110.0,20070.0,16.0,8.0
358,Bridgestone,Blizzak DM-V3,215.0,65.0,17.0,T,103.0,17440.0,16.0,5.0
359,Goodyear,UltraGrip 9+,205.0,60.0,16.0,H,92.0,11510.0,10.0,0.0
360,Goodyear,UltraGrip 9+,195.0,65.0,15.0,H,91.0,7160.0,10.0,0.0
361,Goodyear,UltraGrip Performance +,235.0,55.0,17.0,V,103.0,18380.0,10.0,2.0
362,Goodyear,UltraGrip Performance +,205.0,50.0,17.0,V,93.0,14880.0,10.0,2.0
363,Goodyear,UltraGrip Performance +,195.0,55.0,15.0,H,85.0,9910.0,10.0,0.0
364,Белшина,BEL-517,225.0,65.0,17.0,H,106.0,6860.0,25.0,0.0
365,Hankook,Winter i Pike X W429A,205.0,75.0,15.0,T,97.0,10370.0,6.0,5.0
366,Dunlop,Grandtrek Ice03,215.0,65.0,17.0,T,103.0,12990.0,14.0,5.0
367,Dunlop,Grandtrek Ice03,225.0,60.0,17.0,T,103.0,12270.0,14.0,5.0
368,Triangle,TRIN PL01,255.0,55.0,19.0,R,111.0,10490.0,36.0,8.0
369,Dunlop,Winter Maxx WM02,225.0,45.0,19.0,T,92.0,14550.0,14.0,5.0
370,Bridgestone,Blizzak LM005,225.0,45.0,17.0,H,94.0,16070.0,16.0,0.0
371,Bridgestone,Blizzak DM-V3,235.0,55.0,20.0,T,102.0,23300.0,16.0,5.0
372,Bridgestone,Blizzak DM-V2,215.0,60.0,17.0,S,96.0,13940.0,16.0,7.0
373,Bridgestone,Blizzak Spike-02 SUV,215.0,65.0,17.0,T,103.0,16160.0,16.0,5.0
374,Bridgestone,Blizzak Ice,225.0,45.0,17.0,S,94.0,17620.0,16.0,7.0
375,Bridgestone,Blizzak Ice,215.0,55.0,17.0,T,98.0,16470.0,16.0,5.0
376,Bridgestone,Blizzak DM-V3,245.0,55.0,19.0,T,103.0,21560.0,16.0,5.0
377,Bridgestone,Blizzak Ice,205.0,60.0,16.0,T,96.0,11660.0,16.0,5.0
378,Bridgestone,Blizzak Ice,255.0,45.0,18.0,S,99.0,21020.0,16.0,7.0
379,Bridgestone,Ice Cruiser 7000 S,235.0,55.0,17.0,T,99.0,13520.0,16.0,5.0
380,Dunlop,Winter Maxx WM01,245.0,45.0,19.0,T,98.0,13570.0,14.0,5.0
381,Bridgestone,Blizzak DM-V2,235.0,65.0,18.0,S,106.0,15950.0,16.0,7.0
382,Bridgestone,Blizzak DM-V2,225.0,65.0,17.0,S,102.0,13620.0,16.0,7.0
383,Bridgestone,Blizzak DM-V2,265.0,60.0,18.0,R,110.0,17202.0,16.0,8.0
384,Bridgestone,Blizzak DM-V2,255.0,50.0,19.0,T,107.0,18910.0,16.0,5.0
385,Bridgestone,Blizzak DM-V2,255.0,55.0,18.0,T,109.0,15270.0,16.0,5.0
386,Tigar,Winter,215.0,60.0,17.0,H,96.0,8920.0,21.0,0.0
387,Tigar,Winter,215.0,50.0,17.0,V,95.0,7920.0,21.0,2.0
388,Tigar,Ice,225.0,55.0,17.0,T,101.0,10280.0,21.0,5.0
389,Tigar,Ice,205.0,65.0,16.0,T,99.0,7270.0,21.0,5.0
390,Bridgestone,Blizzak Ice,235.0,45.0,18.0,S,94.0,24750.0,16.0,7.0
391,Bridgestone,Blizzak DM-V3,285.0,60.0,18.0,R,116.0,21200.0,16.0,8.0
392,Bridgestone,Blizzak DM-V3,235.0,65.0,17.0,S,108.0,18060.0,16.0,7.0
393,Bridgestone,Blizzak DM-V3,215.0,60.0,17.0,S,100.0,16330.0,16.0,7.0
394,Bridgestone,Blizzak DM-V3,225.0,60.0,18.0,S,100.0,18830.0,16.0,7.0
395,Bridgestone,Blizzak DM-V3,265.0,65.0,17.0,R,112.0,19240.0,16.0,8.0
396,Goodyear,UltraGrip Arctic 2,205.0,50.0,17.0,T,93.0,12850.0,10.0,5.0
397,Goodyear,Ultra Grip Arctic 2 SUV,255.0,55.0,19.0,T,111.0,20600.0,10.0,5.0
398,Goodyear,Ultra Grip Arctic 2 SUV,225.0,60.0,17.0,T,103.0,14770.0,10.0,5.0
399,Goodyear,UltraGrip Performance + SUV,235.0,65.0,17.0,H,108.0,17310.0,10.0,0.0
400,Goodyear,UltraGrip Arctic 2,215.0,50.0,17.0,T,95.0,13180.0,10.0,5.0
401,Goodyear,Ultra Grip Arctic 2 SUV,215.0,65.0,17.0,T,103.0,15550.0,10.0,5.0
402,Goodyear,UltraGrip Arctic 2,215.0,55.0,17.0,T,98.0,14430.0,10.0,5.0
403,Cordiant,Winter Drive 2,205.0,60.0,16.0,T,96.0,5400.0,0.0,5.0
404,Nankang,ICE1,245.0,40.0,18.0,Q,97.0,8490.0,33.0,9.0
405,BFGoodrich,G Force Winter 2 SUV,215.0,65.0,17.0,H,99.0,12960.0,17.0,0.0
406,Goodyear,Ultra Grip Ice Arctic,235.0,45.0,17.0,T,97.0,16680.0,10.0,5.0
407,Bridgestone,Blizzak Revo GZ,215.0,60.0,16.0,S,95.0,8780.0,16.0,7.0
408,Bridgestone,Blizzak Revo GZ,215.0,55.0,17.0,S,94.0,12058.0,16.0,7.0
409,Bridgestone,Blizzak Revo GZ,205.0,70.0,15.0,S,96.0,7710.0,16.0,7.0
410,Bridgestone,Blizzak Revo GZ,215.0,55.0,16.0,S,93.0,9710.0,16.0,7.0
411,Tigar,Cargo Speed Winter,215.0,65.0,16.0,R,109.0,10570.0,21.0,8.0
412,Hankook,Winter i Pike RS2 W429,205.0,60.0,15.0,T,91.0,7860.0,6.0,5.0
413,Dunlop,SP Winter Ice 02,185.0,65.0,14.0,T,90.0,6890.0,14.0,5.0
414,Dunlop,Winter Maxx SJ8,225.0,60.0,17.0,R,99.0,11380.0,14.0,8.0
415,Dunlop,Winter Maxx SJ8,235.0,55.0,19.0,R,101.0,14150.0,14.0,8.0
416,Dunlop,Winter Maxx SJ8,235.0,60.0,18.0,R,107.0,13660.0,14.0,8.0
417,Dunlop,Winter Maxx WM02,195.0,65.0,15.0,T,91.0,7330.0,14.0,5.0
418,Bridgestone,Blizzak Spike-02 SUV,255.0,60.0,18.0,T,112.0,17968.0,16.0,5.0
419,Bridgestone,Blizzak VRX,195.0,55.0,16.0,S,87.0,9830.0,16.0,7.0
420,Bridgestone,Blizzak VRX,235.0,55.0,17.0,S,99.0,16260.0,16.0,7.0
421,Bridgestone,Blizzak VRX,215.0,60.0,17.0,S,96.0,13940.0,16.0,7.0
422,Bridgestone,Blizzak VRX,235.0,50.0,18.0,S,97.0,19690.0,16.0,7.0
423,Bridgestone,Blizzak VRX,225.0,60.0,18.0,S,100.0,14110.0,16.0,7.0
424,Bridgestone,Blizzak VRX,235.0,45.0,18.0,S,94.0,21400.0,16.0,7.0
425,Bridgestone,Blizzak VRX,215.0,50.0,17.0,S,91.0,13650.0,16.0,7.0
426,Bridgestone,Blizzak VRX,185.0,60.0,14.0,S,82.0,6480.0,16.0,7.0
427,Bridgestone,Blizzak VRX,205.0,65.0,16.0,S,95.0,10340.0,16.0,7.0
428,Bridgestone,Blizzak Revo GZ,215.0,60.0,16.0,S,95.0,8780.0,16.0,7.0
429,Bridgestone,Blizzak Revo GZ,215.0,55.0,17.0,S,94.0,12058.0,16.0,7.0
430,Bridgestone,Blizzak Revo GZ,205.0,70.0,15.0,S,96.0,7710.0,16.0,7.0
431,Bridgestone,Blizzak Revo GZ,215.0,55.0,16.0,S,93.0,9710.0,16.0,7.0
432,Goodyear,UltraGrip Arctic 2,205.0,55.0,17.0,T,95.0,15620.0,10.0,5.0
433,Nankang,SL-6,205.0,65.0,16.0,T,107.0,6690.0,33.0,5.0
434,Yokohama,iceGUARD G075,225.0,65.0,17.0,Q,102.0,10770.0,7.0,9.0
435,Nankang,SW8 SUV,235.0,60.0,18.0,T,107.0,8860.0,33.0,5.0
436,Gislaved,Nord Frost 200 ID,205.0,55.0,16.0,T,94.0,7810.0,31.0,5.0
437,BFGoodrich,G Force Stud,215.0,55.0,17.0,Q,98.0,10560.0,17.0,9.0
438,BFGoodrich,G Force Winter 2 SUV,215.0,65.0,17.0,H,99.0,12960.0,17.0,0.0
439,Pirelli,Scorpion Winter,255.0,60.0,20.0,V,113.0,48190.0,29.0,2.0
440,Pirelli,Cinturato Winter 2,205.0,60.0,16.0,H,96.0,11450.0,29.0,0.0
441,Pirelli,Cinturato Winter 2,205.0,50.0,17.0,V,93.0,13980.0,29.0,2.0
442,Pirelli,Cinturato Winter 2,215.0,65.0,16.0,H,98.0,9430.0,29.0,0.0
443,Pirelli,Cinturato Winter 2,205.0,55.0,16.0,H,94.0,12280.0,29.0,0.0
444,Pirelli,Winter Ice Zero,275.0,40.0,22.0,H,108.0,44100.0,29.0,0.0
445,Pirelli,Winter Ice Zero,275.0,50.0,20.0,T,113.0,18390.0,29.0,5.0
446,Pirelli,Ice Zero Friction,225.0,45.0,19.0,H,96.0,13280.0,29.0,0.0
447,Pirelli,Ice Zero Friction,215.0,65.0,17.0,T,103.0,10280.0,29.0,5.0
448,Pirelli,Scorpion Winter Run Flat,255.0,50.0,19.0,V,107.0,30850.0,29.0,2.0
449,Michelin,X-Ice North 4,205.0,55.0,17.0,T,95.0,17280.0,19.0,5.0
450,Michelin,X-Ice North 4,205.0,65.0,16.0,T,99.0,11890.0,19.0,5.0
451,Michelin,X-Ice North 4,215.0,50.0,17.0,T,95.0,16020.0,19.0,5.0
452,Michelin,X-Ice North 4 Run Flat,225.0,50.0,17.0,H,98.0,18380.0,19.0,0.0
453,Michelin,X-Ice North 4,225.0,45.0,19.0,T,96.0,21810.0,19.0,5.0
454,Michelin,X-Ice North 4,225.0,40.0,19.0,H,93.0,21950.0,19.0,0.0
455,Pirelli,Winter Ice Zero 2,225.0,50.0,18.0,H,99.0,18970.0,29.0,0.0
456,Pirelli,Winter Ice Zero 2,205.0,55.0,17.0,T,95.0,14290.0,29.0,5.0
457,Pirelli,Winter Ice Zero 2 Run Flat,225.0,55.0,17.0,T,97.0,17840.0,29.0,5.0
458,Pirelli,Ice Zero Friction,235.0,55.0,20.0,T,102.0,14680.0,29.0,5.0
459,Gislaved,Soft Frost 200 SUV,225.0,65.0,17.0,T,102.0,10330.0,31.0,5.0
460,Nankang,SW8,195.0,55.0,15.0,T,89.0,5720.0,33.0,5.0
461,Nokian,Tyres Nordman RS2 SUV,235.0,65.0,17.0,R,108.0,9590.0,23.0,8.0
462,Белшина,BEL-494,225.0,60.0,18.0,H,100.0,7280.0,25.0,0.0
463,Nankang,ICE1,235.0,65.0,17.0,Q,108.0,7500.0,33.0,9.0
464,Nokian,Tyres Hakkapeliitta 10p,245.0,45.0,19.0,T,102.0,24910.0,23.0,5.0
465,Michelin,X-Ice North 4,205.0,55.0,17.0,T,95.0,17280.0,19.0,5.0
466,Nokian,Tyres Hakkapeliitta 9 SUV,295.0,40.0,21.0,T,111.0,27280.0,23.0,5.0
467,Bridgestone,Blizzak Spike-02 SUV,275.0,60.0,20.0,T,115.0,21860.0,16.0,5.0
468,Hankook,Winter i Pike RS2 W429,215.0,55.0,18.0,T,99.0,17420.0,6.0,5.0
469,Hankook,Winter i Pike RS2 W429,215.0,45.0,17.0,T,91.0,13680.0,6.0,5.0
470,Hankook,Winter i Pike RS2 W429,235.0,45.0,17.0,T,97.0,15380.0,6.0,5.0
471,Hankook,Winter i Pike RS2 W429,245.0,45.0,18.0,T,100.0,18160.0,6.0,5.0
472,Bridgestone,Blizzak Revo GZ,175.0,70.0,13.0,S,82.0,5330.0,16.0,7.0
473,Nokian,Tyres Hakkapeliitta R3,205.0,55.0,16.0,R,94.0,8380.0,23.0,8.0
474,Nokian,Tyres Hakkapeliitta R 3 SUV,225.0,60.0,17.0,R,103.0,13320.0,23.0,8.0
475,Nokian,Tyres Hakkapeliitta R 3 SUV,255.0,55.0,18.0,R,109.0,15328.0,23.0,8.0
476,Nokian,Tyres Hakkapeliitta R 3 SUV,265.0,60.0,18.0,R,114.0,16270.0,23.0,8.0
477,Nokian,Tyres Hakkapeliitta R 3 SUV,235.0,55.0,19.0,R,105.0,15530.0,23.0,8.0
478,Michelin,X-Ice North 4,215.0,60.0,16.0,T,99.0,12050.0,19.0,5.0
479,Michelin,X-Ice North 4,245.0,45.0,19.0,H,102.0,21600.0,19.0,0.0
480,Tigar,Winter,225.0,55.0,17.0,V,101.0,8320.0,21.0,2.0
481,Tigar,Winter,205.0,60.0,16.0,H,96.0,6930.0,21.0,0.0
482,Tigar,Ice,205.0,60.0,16.0,T,96.0,7090.0,21.0,5.0
483,Bridgestone,Blizzak Ice,225.0,60.0,18.0,S,100.0,18340.0,16.0,7.0
484,Bridgestone,Blizzak Spike-02,175.0,65.0,14.0,T,82.0,6830.0,16.0,5.0
485,Nokian,Tyres Nordman 7,215.0,55.0,16.0,T,97.0,8650.0,23.0,5.0
486,Nokian,Tyres Nordman 7 SUV,235.0,70.0,16.0,T,106.0,12120.0,23.0,5.0
487,Viatti,Bosco Nordico (V-523),235.0,60.0,16.0,T,100.0,8800.0,20.0,5.0
488,Viatti,Bosco Nordico (V-523),235.0,65.0,17.0,T,104.0,6860.0,20.0,5.0
489,Nankang,SW8,225.0,65.0,17.0,T,106.0,6990.0,33.0,5.0
490,Nankang,SW8,225.0,50.0,17.0,T,98.0,7290.0,33.0,5.0
491,Tunga,Nordway 2,205.0,65.0,15.0,Q,94.0,3790.0,4.0,9.0
492,Tunga,Nordway 2,205.0,60.0,16.0,Q,96.0,4470.0,4.0,9.0
493,Continental,Ice Contact 3 TA,215.0,65.0,17.0,T,103.0,13690.0,8.0,5.0
494,Continental,Ice Contact 3 TA,225.0,65.0,17.0,T,106.0,12340.0,8.0,5.0
495,Nokian,Tyres Nordman 8,225.0,45.0,17.0,T,94.0,13460.0,23.0,5.0
496,Nokian,Tyres Hakkapeliitta 10p,235.0,45.0,18.0,T,98.0,24270.0,23.0,5.0
497,Nokian,Tyres Hakkapeliitta 10p SUV,235.0,55.0,18.0,T,104.0,21970.0,23.0,5.0
498,Ling,Long Green-Max Winter Grip,185.0,65.0,15.0,T,88.0,4600.0,24.0,5.0
499,Nokian,Tyres Hakkapeliitta R3,215.0,55.0,17.0,R,98.0,13580.0,23.0,8.0
500,Nokian,Tyres Hakkapeliitta R3,205.0,60.0,16.0,R,96.0,9190.0,23.0,8.0
501,Nokian,Tyres Hakkapeliitta R3,255.0,45.0,19.0,T,104.0,14880.0,23.0,5.0
502,Nokian,Tyres Hakkapeliitta R3,245.0,40.0,18.0,T,97.0,17780.0,23.0,5.0
503,Nokian,Tyres Hakkapeliitta R3,225.0,45.0,18.0,T,95.0,19370.0,23.0,5.0
504,Nokian,Tyres Hakkapeliitta R 3 SUV,215.0,65.0,16.0,R,102.0,10440.0,23.0,8.0
505,Nokian,Tyres Hakkapeliitta R 3 SUV,255.0,50.0,19.0,R,107.0,18340.0,23.0,8.0
506,Nokian,Tyres Hakkapeliitta R 3 SUV,235.0,65.0,17.0,R,108.0,14350.0,23.0,8.0
507,Nokian,Tyres Hakkapeliitta R 3 SUV,275.0,50.0,20.0,R,113.0,20320.0,23.0,8.0
508,Nokian,Tyres Hakkapeliitta R 3 SUV,235.0,55.0,20.0,R,102.0,19440.0,23.0,8.0
509,Nokian,Tyres Hakkapeliitta R 3 SUV,245.0,50.0,19.0,R,105.0,21580.0,23.0,8.0
510,Nokian,Tyres Hakkapeliitta R 3 SUV,215.0,65.0,17.0,R,103.0,14570.0,23.0,8.0
511,Nokian,Tyres Hakkapeliitta R 3 SUV,215.0,60.0,17.0,R,100.0,13250.0,23.0,8.0
512,Nokian,Tyres Hakkapeliitta 9,225.0,45.0,18.0,T,95.0,18790.0,23.0,5.0
513,Nokian,Tyres Nordman 7 SUV,255.0,65.0,17.0,T,114.0,14470.0,23.0,5.0
514,Pirelli,Winter Ice Zero,225.0,45.0,19.0,T,96.0,16840.0,29.0,5.0
515,Pirelli,Winter Cinturato,195.0,45.0,16.0,H,84.0,8750.0,29.0,0.0
516,Nokian,Tyres Hakkapeliitta R 3 SUV,235.0,60.0,18.0,R,107.0,15830.0,23.0,8.0
517,Nokian,Tyres Hakkapeliitta R 3 SUV,255.0,50.0,20.0,R,109.0,20840.0,23.0,8.0
518,Nokian,Tyres Hakkapeliitta 10p,245.0,40.0,18.0,T,97.0,21090.0,23.0,5.0
519,Nokian,Tyres Hakkapeliitta 10p,245.0,40.0,19.0,T,98.0,25620.0,23.0,5.0
520,Nokian,Tyres Hakkapeliitta 10p,245.0,45.0,19.0,T,102.0,24910.0,23.0,5.0
521,Nokian,Tyres Hakkapeliitta 10p SUV,255.0,55.0,18.0,T,109.0,19990.0,23.0,5.0
522,Nokian,Tyres Nordman 8 SUV,265.0,50.0,19.0,T,110.0,19530.0,23.0,5.0
523,Nokian,Tyres Nordman 8,175.0,65.0,15.0,T,88.0,7200.0,23.0,5.0
524,Nokian,Tyres Hakkapeliitta R5 SUV,235.0,60.0,18.0,R,107.0,19400.0,23.0,8.0
525,Nokian,Tyres Hakkapeliitta R5 SUV,255.0,55.0,18.0,R,109.0,20110.0,23.0,8.0
526,Nokian,Tyres Hakkapeliitta R5 SUV,265.0,50.0,20.0,R,111.0,27060.0,23.0,8.0
527,Nokian,Tyres Hakkapeliitta 10p SUV,235.0,60.0,17.0,T,106.0,22430.0,23.0,5.0
528,Nokian,Tyres Hakkapeliitta R5,185.0,65.0,15.0,R,88.0,7970.0,23.0,8.0
529,Nokian,Tyres Hakkapeliitta R5,195.0,65.0,15.0,R,95.0,8460.0,23.0,8.0
530,Nokian,Tyres Hakkapeliitta R5,205.0,60.0,16.0,R,96.0,12460.0,23.0,8.0
531,Pirelli,Winter Sotto Zero Serie III,245.0,45.0,18.0,V,100.0,24800.0,29.0,2.0
532,Nokian,Tyres Hakkapeliitta 10p SUV,255.0,55.0,19.0,T,111.0,24430.0,23.0,5.0
533,Nokian,Tyres Hakkapeliitta 10p SUV,265.0,50.0,19.0,T,110.0,25740.0,23.0,5.0
534,Nokian,Tyres Hakkapeliitta 10p SUV,275.0,45.0,21.0,T,110.0,29190.0,23.0,5.0
535,Nokian,Tyres Hakkapeliitta 10p SUV,285.0,40.0,21.0,T,109.0,36070.0,23.0,5.0
536,Nokian,Tyres Hakkapeliitta 10p SUV,285.0,45.0,21.0,T,113.0,35920.0,23.0,5.0
537,Hankook,Winter i Pike RS2 W429,215.0,45.0,17.0,T,91.0,13680.0,6.0,5.0
538,Hankook,Winter i Pike RS2 W429,235.0,45.0,17.0,T,97.0,15380.0,6.0,5.0
539,Pirelli,Scorpion Ice Zero 2,285.0,40.0,21.0,H,109.0,27670.0,29.0,0.0
540,Pirelli,Scorpion Ice Zero 2 Run Flat,275.0,40.0,21.0,H,107.0,33860.0,29.0,0.0
541,Pirelli,Scorpion Ice Zero 2 Run Flat,315.0,35.0,21.0,H,111.0,35170.0,29.0,0.0
542,Pirelli,Scorpion Winter,275.0,35.0,22.0,V,104.0,42320.0,29.0,2.0
543,Pirelli,Scorpion Winter Run Flat,275.0,40.0,22.0,V,108.0,64880.0,29.0,2.0
544,Pirelli,Scorpion Winter Run Flat,315.0,35.0,22.0,V,111.0,73900.0,29.0,2.0
545,Michelin,X-Ice Snow,205.0,60.0,16.0,H,96.0,10100.0,19.0,0.0
546,Michelin,X-Ice Snow,235.0,45.0,18.0,H,98.0,19880.0,19.0,0.0
547,Goodyear,Ultra Grip Ice 2,235.0,55.0,18.0,T,104.0,15840.0,10.0,5.0
548,Pirelli,Scorpion Winter Run Flat,255.0,50.0,19.0,V,107.0,30850.0,29.0,2.0
549,Matador,MPS500 Sibir Ice Van,215.0,75.0,16.0,R,113.0,11960.0,5.0,8.0
550,Michelin,X-Ice North 4,215.0,60.0,17.0,T,100.0,19190.0,19.0,5.0
551,Nokian,Tyres Hakkapeliitta 10p SUV,235.0,60.0,17.0,T,106.0,22430.0,23.0,5.0
552,Nokian,Tyres Hakkapeliitta 10p,245.0,40.0,19.0,T,98.0,25620.0,23.0,5.0
553,Nokian,Tyres Hakkapeliitta R5,185.0,65.0,15.0,R,88.0,7970.0,23.0,8.0
554,Nokian,Tyres Hakkapeliitta R5,195.0,65.0,15.0,R,95.0,8460.0,23.0,8.0
555,Nokian,Tyres Hakkapeliitta R5,205.0,60.0,16.0,R,96.0,12460.0,23.0,8.0
556,Nokian,Tyres Hakkapeliitta R5 SUV,235.0,60.0,18.0,R,107.0,19400.0,23.0,8.0
557,Nokian,Tyres Nordman 8,175.0,65.0,15.0,T,88.0,7200.0,23.0,5.0
558,Nokian,Tyres Hakkapeliitta 10p,245.0,40.0,18.0,T,97.0,21090.0,23.0,5.0
559,Pirelli,Cinturato Winter 2,205.0,60.0,16.0,H,96.0,11450.0,29.0,0.0
560,Pirelli,Cinturato Winter 2,205.0,50.0,17.0,V,93.0,13980.0,29.0,2.0
561,Pirelli,Cinturato Winter 2,215.0,65.0,16.0,H,98.0,9430.0,29.0,0.0
562,Pirelli,Cinturato Winter 2,205.0,55.0,16.0,H,94.0,12280.0,29.0,0.0
563,Pirelli,Winter Ice Zero,225.0,45.0,19.0,T,96.0,16840.0,29.0,5.0
564,Pirelli,Winter Ice Zero,275.0,40.0,22.0,H,108.0,44100.0,29.0,0.0
565,Pirelli,Winter Ice Zero,275.0,50.0,20.0,T,113.0,18390.0,29.0,5.0
566,Pirelli,Ice Zero Friction,225.0,45.0,19.0,H,96.0,13280.0,29.0,0.0
567,Pirelli,Ice Zero Friction,215.0,65.0,17.0,T,103.0,10280.0,29.0,5.0
568,Nokian,Tyres Hakkapeliitta 9 SUV,255.0,55.0,19.0,T,111.0,20610.0,23.0,5.0
569,Nokian,Tyres Hakkapeliitta 9 SUV,215.0,70.0,16.0,T,100.0,15520.0,23.0,5.0
570,Nokian,Tyres Hakkapeliitta 9 SUV,285.0,45.0,20.0,T,112.0,27010.0,23.0,5.0
571,Nokian,Tyres Hakkapeliitta R3,215.0,55.0,17.0,R,98.0,13580.0,23.0,8.0
572,Nokian,Tyres Hakkapeliitta R3,205.0,60.0,16.0,R,96.0,9190.0,23.0,8.0
573,Nokian,Tyres Hakkapeliitta R3,255.0,45.0,19.0,T,104.0,14880.0,23.0,5.0
574,Nokian,Tyres Hakkapeliitta R3,245.0,40.0,18.0,T,97.0,17780.0,23.0,5.0
575,Nokian,Tyres Hakkapeliitta R3,225.0,45.0,18.0,T,95.0,19370.0,23.0,5.0
576,Nokian,Tyres Hakkapeliitta R 3 SUV,215.0,65.0,16.0,R,102.0,10440.0,23.0,8.0
577,Nokian,Tyres Hakkapeliitta R 3 SUV,255.0,50.0,19.0,R,107.0,18340.0,23.0,8.0
578,Nokian,Tyres Hakkapeliitta R 3 SUV,235.0,65.0,17.0,R,108.0,14350.0,23.0,8.0
579,Pirelli,Formula Winter,225.0,45.0,17.0,H,94.0,7610.0,29.0,0.0
580,Pirelli,Formula Winter,205.0,60.0,16.0,H,92.0,5900.0,29.0,0.0
581,Nokian,Tyres Hakkapeliitta 10p SUV,225.0,65.0,17.0,T,106.0,18030.0,23.0,5.0
582,Bridgestone,Ice Cruiser 7000 S,225.0,60.0,17.0,T,99.0,12050.0,16.0,5.0
583,Continental,Ice Contact 3 TA,255.0,50.0,20.0,T,109.0,22490.0,8.0,5.0
584,Bridgestone,Blizzak Revo GZ,215.0,50.0,17.0,S,91.0,12940.0,16.0,7.0
585,Bridgestone,Blizzak Revo GZ,225.0,55.0,17.0,S,97.0,12160.0,16.0,7.0
586,Bridgestone,Blizzak Revo GZ,205.0,65.0,16.0,S,95.0,9540.0,16.0,7.0
587,Viatti,Brina зима (V-521),185.0,65.0,15.0,T,88.0,3770.0,20.0,5.0
588,Viatti,Brina зима (V-521),205.0,60.0,16.0,T,96.0,5070.0,20.0,5.0
589,Cordiant,Winter Drive,185.0,65.0,15.0,T,92.0,3730.0,0.0,5.0
590,Viatti,Brina Nordico (V-522),215.0,55.0,16.0,T,93.0,5510.0,20.0,5.0
591,Nokian,Tyres Hakkapeliitta R3,205.0,55.0,16.0,R,94.0,8380.0,23.0,8.0
592,Nokian,Tyres Hakkapeliitta R 3 SUV,225.0,60.0,17.0,R,103.0,13320.0,23.0,8.0
